"Record ID",Date,Country,City,"Temperature (Â°C)","Humidity (%)","Precipitation (mm)","Air Quality Index (AQI)","Extreme Weather Events","Climate Classification",Climate_Zone,Biome_Type,Heat_Index,Wind_Speed,Wind_Direction,Season,Population_Exposure,Economic_Impact_Estimate,Infrastructure_Vulnerability_Score
aus_527,6/10/2025,Australia,Sydney,23.4,32,47.7,345,Flood,Koeppen-C,Arid,Desert,25,8.8,NW,Summer,589651,1088740.54,7
aus_528,6/11/2025,Australia,Sydney,27.1,42,129.5,460,None,Koeppen-B,Arid,Forest,29.2,23.1,NW,Summer,2834664,93039302.47,2
aus_529,6/12/2025,Australia,Sydney,-8.5,65,161.4,453,None,Koeppen-B,Arid,Forest,-5.2,15.8,NW,Summer,4634753,21732906.86,4
aus_530,6/13/2025,Australia,Sydney,12.7,61,162.3,321,None,Koeppen-C,Arid,Forest,15.8,26.6,W,Summer,6665119,85195811.28,8
aus_531,6/14/2025,Australia,Sydney,3,39,70.6,32,None,Koeppen-D,Arid,Wetland,5,28.2,W,Summer,2413178,13722232.83,1
aus_532,6/15/2025,Australia,Sydney,7.2,49,130.3,305,None,Koeppen-D,Arid,Desert,9.7,1.1,SE,Summer,4405748,55063061.97,2
aus_533,6/16/2025,Australia,Sydney,44.1,36,28.2,348,None,Koeppen-D,Arid,Forest,45.9,11.1,SE,Summer,328556,62837431.51,10
aus_534,6/17/2025,Australia,Sydney,35.4,56,122.9,318,Heatwave,Koeppen-D,Arid,Desert,38.2,12,W,Summer,9754303,11673932.3,8
aus_535,6/18/2025,Australia,Sydney,20.4,26,27.3,60,None,Koeppen-D,Arid,Tundra,21.7,28.5,NE,Summer,8431379,16998997.81,10
aus_536,6/19/2025,Australia,Sydney,-1.8,14,185.1,206,None,Koeppen-D,Arid,Tundra,-1.1,23.8,NW,Summer,7463907,23304257.72,3
aus_537,6/20/2025,Australia,Sydney,-3.4,43,53.3,261,Heatwave,Koeppen-A,Arid,Tundra,-1.2,22.9,N,Summer,146086,46231370.01,3
aus_538,6/21/2025,Australia,Sydney,8.5,30,43.5,73,None,Koeppen-D,Arid,Forest,10,8.2,S,Summer,6754655,77596446.91,1
aus_539,6/22/2025,Australia,Sydney,4.2,15,68.4,497,None,Koeppen-C,Arid,Tundra,5,29.7,SW,Summer,6745599,47528453.56,2
aus_540,6/23/2025,Australia,Sydney,16.1,31,151.2,29,None,Koeppen-C,Arid,Tundra,17.7,6.1,S,Summer,5386761,45017905.36,7
aus_541,6/24/2025,Australia,Sydney,15.9,25,192.4,326,None,Koeppen-B,Arid,Desert,17.1,37.1,NE,Summer,1059864,32371968.61,4
aus_542,6/25/2025,Australia,Sydney,18.5,54,26.7,224,None,Koeppen-B,Arid,Forest,21.2,21,SE,Summer,3231329,78897930.19,1
aus_543,6/26/2025,Australia,Sydney,34.3,96,157.4,439,Flood,Koeppen-C,Arid,Tundra,39.1,11,NW,Summer,5026981,38066656.7,5
aus_544,6/27/2025,Australia,Sydney,44.5,68,131.4,89,None,Koeppen-B,Arid,Desert,47.9,37.9,E,Summer,2367868,69718209.6,2
aus_545,6/28/2025,Australia,Sydney,18.5,34,193.1,457,None,Koeppen-D,Arid,Wetland,20.2,28.6,NE,Summer,8680547,65917882.63,2
aus_546,6/29/2025,Australia,Sydney,44.9,86,36.5,30,None,Koeppen-B,Arid,Tundra,49.2,12.7,NE,Summer,3167811,67161074.55,6
aus_547,6/30/2025,Australia,Sydney,0.5,57,80.1,494,None,Koeppen-C,Arid,Desert,3.4,20,E,Summer,4540409,19875722.6,7
aus_548,7/1/2025,Australia,Sydney,25.1,83,183.3,248,None,Koeppen-A,Arid,Wetland,29.2,32.1,E,Summer,8914088,13589099.51,9
aus_549,7/2/2025,Australia,Sydney,-8.6,33,17.2,273,None,Koeppen-D,Arid,Forest,-6.9,25,NE,Summer,8135908,69130103.19,8
aus_550,7/3/2025,Australia,Sydney,2.3,94,28.9,480,None,Koeppen-B,Arid,Tundra,7,31,W,Summer,4532970,36221355.75,5
aus_551,7/4/2025,Australia,Sydney,-2.9,11,157.3,38,None,Koeppen-A,Arid,Grassland,-2.3,36.1,S,Summer,9987245,38758820.81,9
aus_552,7/5/2025,Australia,Sydney,-4.5,29,198.9,382,None,Koeppen-D,Arid,Forest,-3,37.7,E,Summer,3628407,7919131.34,6
aus_553,7/6/2025,Australia,Sydney,37.1,77,132.5,313,None,Koeppen-C,Arid,Forest,41,24,E,Summer,2315306,17129474.73,1
aus_554,7/7/2025,Australia,Sydney,37,47,54.2,246,None,Koeppen-B,Arid,Desert,39.4,25.1,E,Summer,1435977,27416710.99,1
aus_555,7/8/2025,Australia,Sydney,8.8,43,192.8,434,None,Koeppen-C,Arid,Forest,11,22.1,NW,Summer,9952723,68211760.02,6
aus_556,7/9/2025,Australia,Sydney,37.4,76,199.9,249,None,Koeppen-A,Arid,Tundra,41.2,10.1,S,Summer,5558472,77671322.31,4
aus_557,7/10/2025,Australia,Sydney,34.9,22,161.8,206,None,Koeppen-D,Arid,Wetland,36,36.5,SW,Summer,2819935,15916839.89,1
aus_558,7/11/2025,Australia,Sydney,27.4,66,91.3,499,None,Koeppen-C,Arid,Grassland,30.7,14.8,E,Summer,2436222,37149360.91,2
aus_559,7/12/2025,Australia,Sydney,-9.9,65,12.4,114,None,Koeppen-A,Arid,Wetland,-6.7,32.6,W,Summer,6478617,13415702.34,6
aus_560,7/13/2025,Australia,Sydney,8.3,76,132.6,43,Hurricane,Koeppen-B,Arid,Wetland,12.1,26.7,NW,Summer,7730024,11345441.37,5
aus_561,7/14/2025,Australia,Sydney,19.8,31,179.9,453,None,Koeppen-B,Arid,Desert,21.4,3.3,S,Summer,1755147,63918072.94,1
aus_562,7/15/2025,Australia,Sydney,22.9,24,37.4,61,None,Koeppen-C,Arid,Forest,24.1,18.6,NE,Summer,2547923,99671041.21,5
aus_563,7/16/2025,Australia,Sydney,35,79,97.1,470,None,Koeppen-C,Arid,Desert,39,31.5,SE,Summer,8197093,16117702.45,9
aus_564,7/17/2025,Australia,Sydney,14.6,91,107.5,286,Drought,Koeppen-D,Arid,Wetland,19.1,0.5,SE,Summer,6539512,18123686.25,6
aus_565,7/18/2025,Australia,Sydney,42.2,92,81.4,469,None,Koeppen-B,Arid,Grassland,46.8,39.3,NW,Summer,7178433,32337448.56,4
aus_566,7/19/2025,Australia,Sydney,40.5,74,87.1,125,None,Koeppen-B,Arid,Forest,44.2,38.9,SE,Summer,5862361,10462988.52,4
aus_567,7/20/2025,Australia,Sydney,30.9,51,59.2,10,Heatwave,Koeppen-D,Arid,Wetland,33.4,36.5,SW,Summer,9753608,94544873.7,10
aus_568,7/21/2025,Australia,Sydney,4.9,26,193.1,28,None,Koeppen-D,Arid,Grassland,6.2,15.1,SW,Summer,5989574,26204494.91,3
aus_569,7/22/2025,Australia,Sydney,32.9,67,48.3,261,None,Koeppen-A,Arid,Grassland,36.2,26.8,S,Summer,6206408,16818523.22,8
aus_570,7/23/2025,Australia,Sydney,-8.6,61,135,140,None,Koeppen-B,Arid,Forest,-5.5,26.2,SE,Summer,8182365,40830086.6,7
aus_571,7/24/2025,Australia,Sydney,10.5,99,117,19,None,Koeppen-D,Arid,Forest,15.4,24.2,SW,Summer,232682,37270004.2,2
aus_572,7/25/2025,Australia,Sydney,0.9,60,14.3,432,None,Koeppen-A,Arid,Grassland,3.9,10.6,SW,Summer,4542519,65539566.89,5
aus_573,7/26/2025,Australia,Sydney,37.6,39,1.9,189,None,Koeppen-C,Arid,Wetland,39.6,12,W,Summer,7935350,6886047.93,2
aus_574,7/27/2025,Australia,Sydney,5.4,26,98.5,134,None,Koeppen-D,Arid,Desert,6.7,12.6,SW,Summer,2574031,93828317.98,3
aus_575,7/28/2025,Australia,Sydney,15,95,167.2,179,Drought,Koeppen-A,Arid,Grassland,19.8,36.6,NW,Summer,3916977,90804004.9,9
aus_576,7/29/2025,Australia,Sydney,34.7,87,84.7,63,Drought,Koeppen-A,Arid,Desert,39.1,30.5,E,Summer,9475584,25403400.91,7
aus_577,7/30/2025,Australia,Sydney,40.4,68,135.6,420,None,Koeppen-A,Arid,Wetland,43.8,9.8,NW,Summer,2736945,94011523.87,4
aus_578,7/31/2025,Australia,Sydney,-5.5,75,32.8,366,Flood,Koeppen-C,Arid,Tundra,-1.8,1.2,SW,Summer,8606879,24360506.72,4
aus_579,8/1/2025,Australia,Sydney,20.4,70,81.2,105,None,Koeppen-D,Arid,Forest,23.9,28.3,NW,Summer,5415208,17625617.04,3
aus_580,8/2/2025,Australia,Sydney,17.4,54,53,321,None,Koeppen-A,Arid,Tundra,20.1,10.5,W,Summer,5588222,4856677.96,7
aus_581,8/3/2025,Australia,Sydney,24.6,39,141.6,173,None,Koeppen-B,Arid,Desert,26.6,26.9,N,Summer,1225637,48796679.51,1
aus_582,8/4/2025,Australia,Sydney,7.5,32,53.5,208,None,Koeppen-D,Arid,Forest,9.1,37.1,S,Summer,3196218,7558081.76,6
aus_583,8/5/2025,Australia,Sydney,28.7,64,2.7,394,None,Koeppen-D,Arid,Grassland,31.9,37.1,SW,Summer,2240164,44053837.91,10
aus_584,8/6/2025,Australia,Sydney,17.8,42,73.7,12,None,Koeppen-C,Arid,Forest,19.9,7.7,NE,Summer,5453125,84098800.76,7
aus_585,8/7/2025,Australia,Sydney,30.9,52,49.8,466,None,Koeppen-B,Arid,Wetland,33.5,33.4,S,Summer,5229874,53036064.44,7
aus_586,8/8/2025,Australia,Sydney,32.3,19,82.8,432,None,Koeppen-D,Arid,Desert,33.2,11.6,E,Summer,5562480,67283408.89,5
aus_587,8/9/2025,Australia,Sydney,8,78,64.9,465,None,Koeppen-B,Arid,Tundra,11.9,8.8,SE,Summer,162791,49814209.11,2
aus_588,8/10/2025,Australia,Sydney,-8.9,79,65.7,59,None,Koeppen-B,Arid,Tundra,-5,14.2,NW,Summer,1328019,387217.74,7
aus_589,8/11/2025,Australia,Sydney,26.7,77,73.1,433,Drought,Koeppen-A,Arid,Grassland,30.6,39.7,E,Summer,3358507,69130517.12,8
aus_590,8/12/2025,Australia,Sydney,37.5,35,46.7,300,None,Koeppen-B,Arid,Wetland,39.2,39.6,S,Summer,6888022,93223338.36,8
aus_591,8/13/2025,Australia,Sydney,2.6,67,63.3,192,Flood,Koeppen-C,Arid,Grassland,6,33.3,S,Summer,8951896,15116716.15,5
aus_592,8/14/2025,Australia,Sydney,0.7,95,183.4,37,None,Koeppen-A,Arid,Forest,5.5,22.1,NE,Summer,310594,65703967.66,5
aus_593,8/15/2025,Australia,Sydney,16.5,53,89.4,104,None,Koeppen-C,Arid,Grassland,19.1,34.1,W,Summer,215527,90697406.05,10
aus_594,8/16/2025,Australia,Sydney,14.5,38,28.3,311,None,Koeppen-D,Arid,Wetland,16.4,15.1,S,Summer,6960134,12859151.61,4
aus_595,8/17/2025,Australia,Sydney,32.8,83,94.5,446,None,Koeppen-A,Arid,Tundra,36.9,31.5,NE,Summer,8223300,11020119.07,7
aus_596,8/18/2025,Australia,Sydney,-3.7,76,167.1,308,None,Koeppen-A,Arid,Tundra,0.1,1.8,NW,Summer,2918214,92918340.17,1
aus_597,8/19/2025,Australia,Sydney,34.9,99,78.1,282,Heatwave,Koeppen-B,Arid,Tundra,39.9,34.5,NW,Summer,7054687,45404926.06,6
aus_598,8/20/2025,Australia,Sydney,31.4,61,192.4,124,None,Koeppen-C,Arid,Tundra,34.4,22.7,S,Summer,6720908,57256608.06,4
aus_599,8/21/2025,Australia,Sydney,41.7,79,85.2,370,Heatwave,Koeppen-A,Arid,Desert,45.7,35.6,NE,Summer,9719193,35843977.21,6
aus_600,8/22/2025,Australia,Sydney,12.8,38,27.2,225,Drought,Koeppen-C,Arid,Wetland,14.7,13,SW,Summer,9993244,20107062.73,6
aus_601,8/23/2025,Australia,Sydney,11.1,94,18.4,234,None,Koeppen-C,Arid,Grassland,15.8,31.3,W,Summer,4419723,9971989.44,1
aus_602,8/24/2025,Australia,Sydney,32,37,57.9,119,None,Koeppen-B,Arid,Tundra,33.9,34,N,Summer,9394293,42550243.53,5
aus_603,8/25/2025,Australia,Sydney,5.2,61,16.2,242,None,Koeppen-D,Arid,Desert,8.2,23.3,W,Summer,8706604,4196377.83,4
aus_604,8/26/2025,Australia,Sydney,37.3,10,196,282,None,Koeppen-D,Arid,Wetland,37.8,17.8,SE,Summer,4513604,54518141.56,7
aus_605,8/27/2025,Australia,Sydney,28.9,47,142.6,471,None,Koeppen-D,Arid,Wetland,31.2,34,SW,Summer,7397204,45663144.19,3
aus_606,8/28/2025,Australia,Sydney,19.7,82,132.2,389,None,Koeppen-A,Arid,Wetland,23.8,39.7,SE,Summer,7631562,52898918.19,9
aus_607,8/29/2025,Australia,Sydney,38.1,45,76.8,100,None,Koeppen-C,Arid,Wetland,40.4,22.6,SE,Summer,3619904,9827807.11,8
aus_608,8/30/2025,Australia,Sydney,-8.8,92,154.3,350,None,Koeppen-C,Arid,Forest,-4.2,29.4,SE,Summer,2883166,77014801.65,4
aus_609,8/31/2025,Australia,Sydney,39.7,14,19.7,363,None,Koeppen-C,Arid,Forest,40.4,38.1,S,Summer,2167726,36664746,10
aus_610,9/1/2025,Australia,Sydney,4.6,53,144.4,489,None,Koeppen-D,Arid,Forest,7.2,28.4,S,Autumn,531942,91007411.29,1
aus_611,9/2/2025,Australia,Sydney,-3.7,41,27,81,Hurricane,Koeppen-A,Arid,Desert,-1.6,9.6,S,Autumn,3912347,44470828.88,3
aus_612,9/3/2025,Australia,Sydney,35.4,87,77.3,30,None,Koeppen-B,Arid,Wetland,39.8,1.8,NE,Autumn,1537219,32924278.5,10
aus_613,9/4/2025,Australia,Sydney,41.5,89,93.3,325,None,Koeppen-A,Arid,Tundra,46,30.4,NW,Autumn,2010852,78695868.25,3
aus_614,9/5/2025,Australia,Sydney,15.4,91,124.3,67,None,Koeppen-A,Arid,Desert,19.9,11.2,E,Autumn,7837689,40578534.48,2
aus_615,9/6/2025,Australia,Sydney,42.7,69,98.5,348,None,Koeppen-D,Arid,Tundra,46.2,5,W,Autumn,1296666,25763166.06,3
aus_616,9/7/2025,Australia,Sydney,30.4,37,77.8,319,None,Koeppen-B,Arid,Grassland,32.2,14,S,Autumn,7281673,93402641.23,5
aus_617,9/8/2025,Australia,Sydney,36.1,91,100.5,203,None,Koeppen-C,Arid,Wetland,40.6,37.8,W,Autumn,5549492,86084209.89,6
aus_618,9/9/2025,Australia,Sydney,21.7,83,67.1,234,None,Koeppen-A,Arid,Forest,25.9,18.1,S,Autumn,8336610,77602960.62,6
aus_619,9/10/2025,Australia,Sydney,23.3,65,197.5,440,None,Koeppen-C,Arid,Grassland,26.6,19.3,W,Autumn,6530470,32254134.33,4
aus_620,9/11/2025,Australia,Sydney,-9.3,69,59.3,468,None,Koeppen-C,Arid,Wetland,-5.9,31.7,NW,Autumn,3387187,79132099.48,8
aus_621,9/12/2025,Australia,Sydney,14.5,10,51,150,Flood,Koeppen-B,Arid,Wetland,15,13.6,NE,Autumn,3393191,24474723.51,5
aus_622,9/13/2025,Australia,Sydney,35.6,59,68.5,91,None,Koeppen-A,Arid,Grassland,38.6,32.8,S,Autumn,8149362,42591270.08,5
aus_623,9/14/2025,Australia,Sydney,35.2,100,194.8,405,None,Koeppen-D,Arid,Desert,40.2,8.8,W,Autumn,8332616,88860828.19,10
aus_624,9/15/2025,Australia,Sydney,7.5,49,77.3,83,None,Koeppen-D,Arid,Forest,9.9,25.6,SW,Autumn,5648635,599265.53,7
aus_625,9/16/2025,Australia,Sydney,41.7,64,1.2,19,Heatwave,Koeppen-A,Arid,Wetland,44.9,12.7,SE,Autumn,2361496,75691368.16,2
aus_626,9/17/2025,Australia,Sydney,38.2,23,179.1,489,None,Koeppen-A,Arid,Grassland,39.4,5.4,S,Autumn,1359571,48298359.66,10
aus_627,9/18/2025,Australia,Sydney,34.6,24,115.4,63,None,Koeppen-A,Arid,Wetland,35.8,2.7,SE,Autumn,9805502,37806511.52,4
aus_628,9/19/2025,Australia,Sydney,42.4,51,8.9,330,Drought,Koeppen-C,Arid,Wetland,44.9,33.1,W,Autumn,2117011,34624897.05,4
aus_629,9/20/2025,Australia,Sydney,13.8,26,190,256,None,Koeppen-A,Arid,Forest,15.1,14.5,NE,Autumn,3971142,53528884.33,6
aus_630,9/21/2025,Australia,Sydney,27.4,39,108.7,19,None,Koeppen-A,Arid,Desert,29.3,4.2,E,Autumn,529222,23080152.2,8
aus_631,9/22/2025,Australia,Sydney,9.9,88,122.5,25,Drought,Koeppen-D,Arid,Tundra,14.3,6.3,SE,Autumn,3030968,90945739.36,7
aus_632,9/23/2025,Australia,Sydney,2,56,118,62,None,Koeppen-B,Arid,Forest,4.8,33.1,SW,Autumn,3531487,85327475.69,9
aus_633,9/24/2025,Australia,Sydney,15.1,59,157.9,276,Drought,Koeppen-A,Arid,Grassland,18.1,33,NW,Autumn,4501308,14579341.53,3
aus_634,9/25/2025,Australia,Sydney,39.9,12,37.9,500,None,Koeppen-C,Arid,Forest,40.5,8.7,S,Autumn,9619918,54524334.1,7
aus_635,9/26/2025,Australia,Sydney,28.2,62,137.3,314,None,Koeppen-B,Arid,Wetland,31.3,1,W,Autumn,9365150,83499792.86,7
aus_636,9/27/2025,Australia,Sydney,32.1,66,16.9,480,None,Koeppen-B,Arid,Desert,35.4,26.9,NW,Autumn,7898590,20698009.1,5
aus_637,9/28/2025,Australia,Sydney,5.6,41,49.9,370,Heatwave,Koeppen-A,Arid,Tundra,7.7,20.5,NE,Autumn,1247738,86752012.29,6
aus_638,9/29/2025,Australia,Sydney,15.9,28,76.5,323,None,Koeppen-C,Arid,Desert,17.3,23.9,N,Autumn,100112,28595021,8
aus_639,9/30/2025,Australia,Sydney,-4.5,34,119.3,40,None,Koeppen-C,Arid,Desert,-2.8,6,SW,Autumn,5918874,63419961.77,3
aus_640,10/1/2025,Australia,Sydney,-6.9,31,112.4,150,None,Koeppen-D,Arid,Grassland,-5.4,15.4,NE,Autumn,6968334,9957095.35,3
aus_641,10/2/2025,Australia,Sydney,36.4,97,107.5,21,None,Koeppen-B,Arid,Desert,41.2,21.2,S,Autumn,7973391,39250297.97,1
aus_642,10/3/2025,Australia,Sydney,36.2,85,8,70,None,Koeppen-B,Arid,Grassland,40.5,29.5,W,Autumn,2762939,59812209.79,5
aus_643,10/4/2025,Australia,Sydney,6.5,52,41.3,98,None,Koeppen-C,Arid,Wetland,9.1,28,E,Autumn,9769621,60429926.01,2
aus_644,10/5/2025,Australia,Sydney,-6.4,85,170.9,34,Flood,Koeppen-C,Arid,Desert,-2.2,34.9,SE,Autumn,5364908,96316185.24,6
aus_645,10/6/2025,Australia,Sydney,23.7,87,110.2,126,None,Koeppen-C,Arid,Forest,28.1,9.9,NW,Autumn,3756633,96651573.9,8
aus_646,10/7/2025,Australia,Sydney,21,70,180.6,408,None,Koeppen-D,Arid,Grassland,24.5,31.8,NE,Autumn,677491,11700974.83,8
aus_647,10/8/2025,Australia,Sydney,34.9,31,109.9,154,Hurricane,Koeppen-A,Arid,Grassland,36.4,33.7,W,Autumn,3801819,21265142.07,5
aus_648,10/9/2025,Australia,Sydney,35.4,70,102.3,196,None,Koeppen-D,Arid,Tundra,38.9,36.1,SW,Autumn,3284655,34599466.28,2
aus_649,10/10/2025,Australia,Sydney,5.4,20,145.1,327,None,Koeppen-D,Arid,Grassland,6.4,25.9,S,Autumn,1544615,61442090.53,6
aus_650,10/11/2025,Australia,Sydney,38.1,17,99.1,161,None,Koeppen-A,Arid,Tundra,39,1.7,W,Autumn,5007562,45478166.19,7
aus_651,10/12/2025,Australia,Sydney,41.3,43,65.3,493,None,Koeppen-D,Arid,Forest,43.4,30.4,NW,Autumn,3964849,37234477.77,4
aus_652,10/13/2025,Australia,Sydney,13,62,195.2,371,None,Koeppen-C,Arid,Grassland,16.1,17.7,NE,Autumn,815268,12869215.24,10
aus_653,10/14/2025,Australia,Sydney,18.5,22,1,25,None,Koeppen-A,Arid,Forest,19.6,2.3,NE,Autumn,7717855,17109301.51,6
aus_654,10/15/2025,Australia,Sydney,22.9,37,36.1,379,None,Koeppen-D,Arid,Tundra,24.8,0.1,NW,Autumn,8993730,39126036.41,5
aus_655,10/16/2025,Australia,Sydney,14.6,96,24,254,None,Koeppen-C,Arid,Grassland,19.4,23.1,S,Autumn,6534708,5174214.19,7
aus_656,10/17/2025,Australia,Sydney,19.7,47,61.8,497,None,Koeppen-C,Arid,Desert,22.1,33.7,NE,Autumn,5403304,18616485.08,10
aus_657,10/18/2025,Australia,Sydney,26.9,33,91.1,378,None,Koeppen-C,Arid,Forest,28.5,36.8,SE,Autumn,3077931,8793278.29,2
aus_658,10/19/2025,Australia,Sydney,-7.9,72,6.5,80,Heatwave,Koeppen-D,Arid,Wetland,-4.3,26.1,E,Autumn,3021293,97315098.9,2
aus_659,10/20/2025,Australia,Sydney,30.9,69,96.7,349,None,Koeppen-A,Arid,Wetland,34.4,6.6,NE,Autumn,1824155,36886170.94,1
aus_660,10/21/2025,Australia,Sydney,28.7,39,69.7,202,None,Koeppen-C,Arid,Desert,30.6,31.4,N,Autumn,9780972,69295342.16,10
aus_661,10/22/2025,Australia,Sydney,2.1,39,82.8,222,None,Koeppen-A,Arid,Wetland,4.1,7.6,SW,Autumn,3005400,47544328.28,1
aus_662,10/23/2025,Australia,Sydney,41.8,24,156.4,219,None,Koeppen-A,Arid,Wetland,43,18,NW,Autumn,8785740,33913653.05,10
aus_663,10/24/2025,Australia,Sydney,-6.3,12,66.1,76,Flood,Koeppen-D,Arid,Tundra,-5.7,3.3,SW,Autumn,1375540,78681145.88,8
aus_664,10/25/2025,Australia,Sydney,34.8,40,6.7,255,None,Koeppen-B,Arid,Tundra,36.8,19.3,E,Autumn,7127720,41155455.09,10
aus_665,10/26/2025,Australia,Sydney,30.2,12,106.1,410,Flood,Koeppen-C,Arid,Tundra,30.8,22.4,N,Autumn,5054259,95330044.68,2
aus_666,10/27/2025,Australia,Sydney,18.5,95,198.1,35,Flood,Koeppen-A,Arid,Grassland,23.2,17.4,NW,Autumn,8402378,30463174.81,8
aus_667,10/28/2025,Australia,Sydney,32.7,78,145,285,None,Koeppen-C,Arid,Wetland,36.6,2.5,N,Autumn,6021178,71615666.25,1
aus_668,10/29/2025,Australia,Sydney,2.6,61,79.8,489,None,Koeppen-B,Arid,Grassland,5.7,2.7,S,Autumn,9624677,90943870.87,3
aus_669,10/30/2025,Australia,Sydney,-5.7,74,100.2,481,None,Koeppen-B,Arid,Grassland,-2,19.4,SW,Autumn,2244295,46564416.95,2
aus_670,10/31/2025,Australia,Sydney,12.6,76,198.6,486,None,Koeppen-D,Arid,Wetland,16.4,6.1,N,Autumn,5311631,17837336.8,1
aus_671,11/1/2025,Australia,Sydney,11.3,64,30.1,143,None,Koeppen-C,Arid,Tundra,14.5,10,NE,Autumn,6914254,53172065.45,8
aus_672,11/2/2025,Australia,Sydney,10.6,67,131,96,None,Koeppen-A,Arid,Forest,13.9,8.9,W,Autumn,6806006,50221467.46,4
aus_673,11/3/2025,Australia,Sydney,35.2,43,15.7,30,None,Koeppen-D,Arid,Tundra,37.4,11.8,W,Autumn,6896632,85764146.58,3
aus_674,11/4/2025,Australia,Sydney,32.1,84,135.9,484,None,Koeppen-D,Arid,Forest,36.3,5.7,NE,Autumn,8151000,80612410.18,4
aus_675,11/5/2025,Australia,Sydney,32.5,96,154.5,425,None,Koeppen-C,Arid,Wetland,37.3,0.8,E,Autumn,9502150,89677057.64,7
aus_676,11/6/2025,Australia,Sydney,9.8,31,127.6,126,None,Koeppen-D,Arid,Wetland,11.4,0.5,E,Autumn,4247157,58777503.68,2
aus_677,11/7/2025,Australia,Sydney,0,66,124.3,28,None,Koeppen-C,Arid,Grassland,3.3,22.3,NE,Autumn,7419649,97121590.39,9
aus_678,11/8/2025,Australia,Sydney,40,13,98.8,65,Flood,Koeppen-D,Arid,Forest,40.6,37.3,NE,Autumn,3225491,79976246.84,2
aus_679,11/9/2025,Australia,Sydney,1.1,23,137.5,258,None,Koeppen-A,Arid,Forest,2.2,12.1,NE,Autumn,3144309,6629509.55,7
aus_680,11/10/2025,Australia,Sydney,-5.1,10,81.5,455,None,Koeppen-A,Arid,Desert,-4.6,34.5,SW,Autumn,3851355,38484207.33,2
aus_681,11/11/2025,Australia,Sydney,23.9,73,109.6,138,None,Koeppen-D,Arid,Wetland,27.5,32.9,E,Autumn,4800112,81023634.17,1
aus_682,11/12/2025,Australia,Sydney,22.5,16,92.5,330,None,Koeppen-A,Arid,Tundra,23.3,13.1,S,Autumn,6187712,45048778.18,3
aus_683,11/13/2025,Australia,Sydney,1.8,59,173,114,None,Koeppen-B,Arid,Grassland,4.8,25.2,NW,Autumn,9602650,65739301.94,10
aus_684,11/14/2025,Australia,Sydney,1,44,122.4,76,None,Koeppen-D,Arid,Forest,3.2,10.8,SW,Autumn,5914861,13702100.62,1
aus_685,11/15/2025,Australia,Sydney,7.4,41,122.9,129,None,Koeppen-D,Arid,Desert,9.5,15.6,W,Autumn,6176690,76154956.98,1
aus_686,11/16/2025,Australia,Sydney,2.2,89,189.9,18,None,Koeppen-D,Arid,Tundra,6.7,7.6,NE,Autumn,1019362,83552247.63,9
aus_687,11/17/2025,Australia,Sydney,44.6,70,133.4,49,None,Koeppen-D,Arid,Wetland,48.1,0.7,NE,Autumn,1441702,66807562.86,8
aus_688,11/18/2025,Australia,Sydney,-1.6,58,9.2,256,None,Koeppen-A,Arid,Forest,1.3,33.7,NE,Autumn,6361013,69504832.87,4
aus_689,11/19/2025,Australia,Sydney,37.6,54,175.2,220,None,Koeppen-D,Arid,Grassland,40.3,18.9,N,Autumn,3918706,36551685.22,7
aus_690,11/20/2025,Australia,Sydney,-7,28,197.2,478,None,Koeppen-A,Arid,Wetland,-5.6,35.8,E,Autumn,2051984,32091005.53,9
aus_691,11/21/2025,Australia,Sydney,18.9,72,85.5,80,None,Koeppen-B,Arid,Wetland,22.5,5.2,W,Autumn,2686160,17441802.66,3
aus_692,11/22/2025,Australia,Sydney,27.5,47,2.3,458,None,Koeppen-B,Arid,Tundra,29.9,33.9,S,Autumn,2244549,86893934.62,5
aus_693,11/23/2025,Australia,Sydney,33.9,10,30.4,168,Heatwave,Koeppen-C,Arid,Tundra,34.4,18.1,N,Autumn,8653988,95465882.64,1
aus_694,11/24/2025,Australia,Sydney,41.4,58,194.9,113,None,Koeppen-A,Arid,Desert,44.3,8.3,E,Autumn,365259,49976968.79,10
aus_695,11/25/2025,Australia,Sydney,23,23,164.4,83,Flood,Koeppen-A,Arid,Tundra,24.1,35.4,W,Autumn,9001017,7393068.57,3
aus_696,11/26/2025,Australia,Sydney,15.8,94,191.8,11,None,Koeppen-A,Arid,Grassland,20.5,0.3,SW,Autumn,3478903,91454908.71,1
aus_697,11/27/2025,Australia,Sydney,10,78,90.4,51,None,Koeppen-C,Arid,Tundra,13.9,25.7,NE,Autumn,9533115,9120907.86,10
aus_698,11/28/2025,Australia,Sydney,40.7,48,75.1,280,None,Koeppen-A,Arid,Desert,43.1,25,N,Autumn,8221690,59323197.31,3
aus_699,11/29/2025,Australia,Sydney,42.6,87,158.8,289,None,Koeppen-B,Arid,Desert,47,34.2,E,Autumn,4394907,58389951.54,2
aus_700,11/30/2025,Australia,Sydney,11.9,30,79.5,418,None,Koeppen-B,Arid,Wetland,13.4,12.5,NE,Autumn,9657986,40859818.2,8
aus_701,12/1/2025,Australia,Sydney,30.8,81,142.7,273,None,Koeppen-C,Arid,Wetland,34.9,15.3,NE,Winter,6043856,80440470.31,6
aus_702,12/2/2025,Australia,Sydney,-6,15,77.8,497,None,Koeppen-C,Arid,Desert,-5.2,8.8,N,Winter,5904855,791984.67,4
